2025-08-02 23:27:00 | INFO | data_collector.py:36 : ****************************************************************************************************
2025-08-02 23:27:00 | INFO | data_collector.py:37 : 开始采集：tb_tg_万相台无界_基础报表_人群报表_202504
2025-08-02 23:27:00 | INFO | data_collector.py:38 : 接收到的命令行参数: ['C:\\Users\\admin\\Desktop\\yiyuan_spider\\淘系_万相台\\tb_tg_万相台无界_基础报表_人群报表_202504.py']
2025-08-02 23:27:00 | INFO | data_collector.py:75 : 采集日期列表['2025-08-01'],采集店铺['林内官方旗舰店']
2025-08-02 23:27:00 | INFO | tb_tg_万相台无界_基础报表_人群报表_202504.py:36 : 采集日期区间2025-07-02_2025-08-01
2025-08-02 23:29:54 | INFO | data_collector.py:36 : ****************************************************************************************************
2025-08-02 23:29:54 | INFO | data_collector.py:37 : 开始采集：tb_tg_万相台无界_基础报表_人群报表_202504
2025-08-02 23:29:54 | INFO | data_collector.py:38 : 接收到的命令行参数: ['C:\\Users\\admin\\Desktop\\yiyuan_spider\\淘系_万相台\\tb_tg_万相台无界_基础报表_人群报表_202504.py']
2025-08-02 23:29:54 | INFO | data_collector.py:75 : 采集日期列表['2025-08-01'],采集店铺['林内官方旗舰店']
2025-08-02 23:29:54 | INFO | tb_tg_万相台无界_基础报表_人群报表_202504.py:35 : 采集日期区间2025-07-02_2025-08-01
2025-08-02 23:31:12 | INFO | data_collector.py:36 : ****************************************************************************************************
2025-08-02 23:31:12 | INFO | data_collector.py:37 : 开始采集：tb_tg_万相台无界_基础报表_人群报表_202504
2025-08-02 23:31:12 | INFO | data_collector.py:38 : 接收到的命令行参数: ['C:\\Users\\admin\\Desktop\\yiyuan_spider\\淘系_万相台\\tb_tg_万相台无界_基础报表_人群报表_202504.py']
2025-08-02 23:31:12 | INFO | data_collector.py:75 : 采集日期列表['2025-08-01'],采集店铺['林内官方旗舰店']
2025-08-02 23:31:12 | INFO | tb_tg_万相台无界_基础报表_人群报表_202504.py:35 : 采集日期区间2025-07-02_2025-08-01
2025-08-02 23:31:12 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002976EB94800, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\WanXiangTaiApi\\WanXiangTaiBase.py', line 41, code test_cookie_and_fetch_csrfid>发起了调用,请求成功（status_code:200）
2025-08-02 23:31:12 | SUCCESS | WanXiangTaiBase.py:20 : WanXiangTaiBaseApi 初始化成功,csrfId:fb6165adf239e4e457d8556c76a9beaf_1_1_1,loginPointId:213e367217541486741975949ee22a
2025-08-02 23:31:13 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002976ED158A0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\WanXiangTaiApi\\WanXiangTaiBase.py', line 73, code create_download_task>发起了调用,请求成功（status_code:200）
2025-08-02 23:31:13 | SUCCESS | WanXiangTaiBase.py:76 : 创建任务成功，taskId：15956461
2025-08-02 23:34:13 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002976ED15A80, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\WanXiangTaiApi\\WanXiangTaiBase.py', line 106, code get_download_url>发起了调用,请求成功（status_code:200）
2025-08-02 23:34:13 | SUCCESS | WanXiangTaiBase.py:109 : 获取下载链接成功，downloadUrl：https://ad-report-async-download-files.oss-accelerate.aliyuncs.com/universalBP/34274104/2025/08/02/15956461/MAIN?Expires=1754152455&OSSAccessKeyId=TMP.3KqZnQicVtvg74wNfMrccuA85k51WXULLnCdknR9aWYe5gYicixwUuAW8TTijcxkXHDZM9uR1SPGSGCYBor4Q7XmQYEsAN&Signature=wUdoxN%2Buz5ad%2Bv%2F4ZbntnLgy9VU%3D
2025-08-02 23:34:13 | INFO | downloader.py:140 : https://ad-report-async-download-files.oss-accelerate.aliyuncs.com/universalBP/34274104/2025/08/02/15956461/MAIN?Expires=1754152455&OSSAccessKeyId=TMP.3KqZnQicVtvg74wNfMrccuA85k51WXULLnCdknR9aWYe5gYicixwUuAW8TTijcxkXHDZM9uR1SPGSGCYBor4Q7XmQYEsAN&Signature=wUdoxN%2Buz5ad%2Bv%2F4ZbntnLgy9VU%3D
2025-08-02 23:34:14 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002976CAE5130, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 144, code download_zip>发起了调用,请求成功（status_code:200）
